,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
3580,2023-02-27 08:28:22+00:00,https://twitter.com/PO_SupportGroup/status/1630122657072005120,PO_SupportGroup,Twitter for Android,Benin City,"The PDP PCC press release
Follow @PO_SupportGroup for more updates
Mercy Johnson/ Desmond Elliot/Atiku/ Edo State/#AriseTV /South South/Victoria Orenze/ #2023GeneralElections /#VisaBanOnWike /Akpabio /Yorubas/Shettima/ Plateau/Jandor
Part 2 https://t.co/pt7hy40r13",2,0,0,0
3581,2023-02-27 08:28:21+00:00,https://twitter.com/AnngodwinJ/status/1630122653250994176,AnngodwinJ,Twitter for Android,PortHarcourt,#2023GeneralElections Fact-check https://t.co/vYIGBgdbBM,3,1,0,0
3582,2023-02-27 08:28:19+00:00,https://twitter.com/powei01/status/1630122645273411585,powei01,Twitter for Android,Lagos,We all waiting for 11AM right?#2023GeneralElections,1,0,0,0
3583,2023-02-27 08:28:17+00:00,https://twitter.com/ayemojubar/status/1630122637295857664,ayemojubar,Twitter Web App,,"Dear @inecnigeria, you better flush those nonsense on your iReV portal and re-upload the original, stamped polling unit results asap.

This election eh, nothing like ""go to court"".

#2023GeneralElections 
#NoToRigging",61,34,0,1
3584,2023-02-27 08:28:05+00:00,https://twitter.com/Daurreeyn/status/1630122588272836608,Daurreeyn,Twitter for Android,Nigeria,"I'm back, rejuvenated and hopeful. This fight is our efforts and God's Chosen against strife,sorrow and extinction. We are not done yet,
We've voted,we've campaigned, we've prayed but now it's time to Fight For Justice.  #2023GeneralElections #AriseTV #WikeVisaban",2,0,0,0
3585,2023-02-27 08:27:57+00:00,https://twitter.com/myrentic/status/1630122554168836098,myrentic,Twitter Web App,Nigeria,"Monday Motivation ‼️
Go make your week magical 👏👏
Sign up for your units or get some unforgettable experience at https://t.co/OTHPfDhA0A

*
#2023GeneralElections #AriseTV ASUU Banky W Desmond Elliot Plateau Gbenga Daniel Obanikoro Mushin #BBTaitans https://t.co/8mABdW6tVC",8,5,0,0
3586,2023-02-27 08:27:56+00:00,https://twitter.com/nifemioguntoye/status/1630122549471244288,nifemioguntoye,Twitter for iPhone,"Lagos State, Nigeria","As we speak, three Candidates are laying claims to victory in the #2023Election. It’s important they all stay committed to the signed peace accord and turn to the court if aggrieved. There’s no better time to show patriotism than now.

#electionresults2023 #2023GeneralElections",5,1,0,0
3587,2023-02-27 08:27:50+00:00,https://twitter.com/BoyNetaa/status/1630122524859088898,BoyNetaa,Twitter for iPhone,Somewhere in the universe,"The message cuts deep❤️‍🩹 How much it aligns with what’s happening

#2023GeneralElections #nigeriadecides2023 #ElectionResults https://t.co/sFZFNUdKlM",1,0,0,0
3588,2023-02-27 08:27:38+00:00,https://twitter.com/OgidiElisha1/status/1630122473701232641,OgidiElisha1,Twitter for Android,,#2023GeneralElections https://t.co/MGXhcEaUYN,3,1,0,0
3589,2023-02-27 08:27:26+00:00,https://twitter.com/Csmiles_/status/1630122421838663681,Csmiles_,Twitter for Android,"Abuja, Nigeria","Nigeria 🇳🇬 can never be better. Just imagine how the whole election was rig like the masses has no value,
Let's just wait till they finish playing their games..one thing I'm sure of is 2023 presidential election will not just go the regular way 
#2023GeneralElections 
#Obidient",1,2,0,0
3590,2023-02-27 08:27:25+00:00,https://twitter.com/aprilbox/status/1630122418520858630,aprilbox,Twitter for Mac,"Hammersmith, London",The biggest loser in this  #2023GeneralElections will be PDP!,0,0,0,0
3591,2023-02-27 08:27:21+00:00,https://twitter.com/Abmuleng/status/1630122401923997696,Abmuleng,Twitter for Android,,"You know.  I got this advice from a mad man,  that I'm Obidient #2023GeneralElections #NigerianElections2023 
#Nigeriandecides2023",0,0,0,0
3592,2023-02-27 08:27:18+00:00,https://twitter.com/RaufCaleb/status/1630122389026615296,RaufCaleb,Twitter for Android,Oke afa magboro ogun state ,"We're Impart Media and our goal is to impact and impart lives with values they'll live on with.

We're an embodiment of correct enthusiasm, attributes, and desired skills that would enable you take your career and lifestyle to the next level.

#2023GeneralElections https://t.co/iH3YenGhnI",1,1,0,0
3593,2023-02-27 08:27:17+00:00,https://twitter.com/RandomTweets9ja/status/1630122384542801922,RandomTweets9ja,Twitter for iPhone,Nigeria,"Currently happening… PDP live conference… They actually acknowledged Labour Party for putting up a good fight in their votes ….

#ElectionResults #2023GeneralElections Seyi Makinde Gbenga Daniel Plateau Yorubas Desmond Elliot South South Osun Alimosho Mushin #AriseTV Atiku https://t.co/KhytSK2eQ2",554,183,9,13
3594,2023-02-27 08:27:15+00:00,https://twitter.com/goddess_wowo/status/1630122374904393728,goddess_wowo,Twitter for Android,"Lagos, Nigeria",See our country LP we must win #2023GeneralElections #الهلال_الدحيل #ElectionResults #protest ASUU https://t.co/mwOXdnNMtt,1,0,0,0
3595,2023-02-27 08:27:06+00:00,https://twitter.com/panachefm/status/1630122340829855745,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Kizz Daniel - Rich Till I Die (RTID) | https://t.co/e4WymoE0Jx
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  Morning Drive Show #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #FuryPaul",1,0,0,0
3596,2023-02-27 08:27:05+00:00,https://twitter.com/Warlord66230/status/1630122334777495554,Warlord66230,Twitter for Android,,"#2023GeneralElections if we allow this rigging, Nigeria will never grow again, and I'm never voting in the sh*t country",0,0,0,0
3597,2023-02-27 08:26:59+00:00,https://twitter.com/official_Adanwa/status/1630122309699739648,official_Adanwa,Twitter for Android,"Awka, Nigeria","Jsyk
#2023GeneralElections",0,0,0,0
3598,2023-02-27 08:26:56+00:00,https://twitter.com/NigeriaMandate/status/1630122298882551814,NigeriaMandate,Twitter Web App,Nigeria,"When they stopped collecting Lekki toll fee, do you think they are fools. It will return soon but this time, yu will pay double the fees. Let us vote them out. Vote @GRVlagos 

Desmond Elliot. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",5,2,0,2
3599,2023-02-27 08:26:53+00:00,https://twitter.com/micheal_profit/status/1630122283204263936,micheal_profit,Twitter for Android,,"This is SELECTION! not ELECTION.
#2023GeneralElections 
#rigging
#ASUU 
#Obasanjo 
#INECIsCorrupt",0,0,0,0
3600,2023-02-27 08:26:50+00:00,https://twitter.com/jessicaobode/status/1630122273767141377,jessicaobode,Twitter for iPhone,"Warri, Nigeria",Wetin PDP dey Claim  #2023GeneralElections,1,0,0,0
3601,2023-02-27 08:26:50+00:00,https://twitter.com/Chidluck15/status/1630122272177487872,Chidluck15,Twitter for Android,Somewhere On Earth ,"Inec must really think Nigerians are stupid
Cos this nonsense stunt their trying to pull is just pathetic
We're Awake
We're taking our country back from them old cargos
And no one,I repeat no one will stand in the youths way
Not even jagaban
#ElectionResults #2023GeneralElections",4,0,0,0
3602,2023-02-27 08:26:48+00:00,https://twitter.com/anmaitabarmi/status/1630122264514510848,anmaitabarmi,Twitter Web App,"Katsina, Nigeria","Despite being a tight race in Katsina, it still sends a message, that we are no longer anyone's stooge. Tinubu boys expecting miracles from the Northwest are in for greater surprises. #2023GeneralElections",0,0,0,0
3603,2023-02-27 08:26:46+00:00,https://twitter.com/whatsappblog9ja/status/1630122254309662720,whatsappblog9ja,Twitter Web App,Everywhere,"So Touching! “Peter obi you will sit on the throne” - Blind Little Girl Breaks down in tears Crying and Praying for Peter Obi to win the ongoing Presidential Election!!! 

#2023GeneralElections ASUU Yorubas Desmond Elliot
https://t.co/w8nKoFRekw",155,46,2,18
3604,2023-02-27 08:26:46+00:00,https://twitter.com/obi_support/status/1630122254011867137,obi_support,Twitter for Android,,"Governors have no business at the collation centres.
Follow @obi_support for more updates
Edo State/Mercy Johnson/Desmond Elliot/#AriseTV /South South/Ahmed Lawan/Rufai/Mahmood Yakubu Visa/Banky W/ Alimosho/ Victoria Orenze/ Akpabio/ #2023GeneralElections /Obi #AriseTV",1,0,0,1
3605,2023-02-27 08:26:43+00:00,https://twitter.com/legitngnews/status/1630122243362619393,legitngnews,Twitter for Android,"Lagos, Nigeria","""Nigeria is a lover keeps breaking my heart. Am I the problem?... I'm so shattered but I will never stop fighting for this love. It might be one sided but I I believe. I still believe."" - Omoni Oboli.

📷: @Omonioboli 

#legitng #NigeriaDecides #omonioboli #2023GeneralElections https://t.co/XpNAeA1a6A",201,19,1,6
3606,2023-02-27 08:26:39+00:00,https://twitter.com/PowerTrebor/status/1630122224391798784,PowerTrebor,Twitter for Android,"Abuja, Nigeria","Keep all the counting videos and pictures from your polling units, it will be very much needed.  #2023GeneralElections",1,0,0,0
3607,2023-02-27 08:26:25+00:00,https://twitter.com/Ideline12/status/1630122168297091075,Ideline12,Twitter Web App,,"Just imagine. And they want us to keep quiet and accept it as it is. @inecnigeria  should know better this. This is an insult on our collective intelligence #NigerianElections2023 
#Inecresults 
#2023GeneralElections",1,1,0,0
3608,2023-02-27 08:26:20+00:00,https://twitter.com/nkemekumoren/status/1630122147388571649,nkemekumoren,Twitter for Android,,"I've been refreshing phone since morning, being Nigerian is sha frustrating,  even fair election can't  be attained #2023GeneralElections",1,0,0,0
3609,2023-02-27 08:26:04+00:00,https://twitter.com/EaggllE/status/1630122077414981632,EaggllE,Twitter for Android,Nigeria,Please guys retweet this. God is exposing them gradually! Results seen on the IRvs server bearing false date! @AlJazeeraWorld @channelstv @ARISEtv  @UN #WorldNews #2023GeneralElections #2023verdict #Africa #Africans #Instagram #Facebook #Twitter,1,3,1,0
3610,2023-02-27 08:25:57+00:00,https://twitter.com/NigeriaMandate/status/1630122049854218244,NigeriaMandate,Twitter Web App,Nigeria,"If you live on the island, expect the Lekki toll to resume immediately after election, as it appears you and I will be used to finance Tinubu's Presidency plan which already has failed. Vote @GRVlagos 

Desmond. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",7,1,0,0
3611,2023-02-27 08:25:52+00:00,https://twitter.com/nigerians_ca/status/1630122029767618560,nigerians_ca,Twitter for iPhone,"Ontario, CA","In less than two hours from now, INEC @inecnigeria will resume the collation of the #2023GeneralElections results at the National Collation Centre Abuja.

Stay with us for Live Updates….

#nigeriansca #ElectionResult #NigeriaElections2023 #inecresults #NigeriaDecides202 #AriseTV",1,0,0,0
3612,2023-02-27 08:25:43+00:00,https://twitter.com/paulnat33/status/1630121991087726594,paulnat33,Twitter for Android,"Ikorudu, Nigeria",@channelstv #2023GeneralElections https://t.co/pYt9EQ4Cg5,0,0,0,0
3613,2023-02-27 08:25:42+00:00,https://twitter.com/PO_SupportGroup/status/1630121988780859392,PO_SupportGroup,Twitter for Android,Benin City,"The PDP PCC press release
Follow @PO_SupportGroup for more updates
Mercy Johnson/ Desmond Elliot/Atiku/ Edo State/#AriseTV /South South/Victoria Orenze/ #2023GeneralElections /#VisaBanOnWike /Akpabio /Yorubas/Shettima/ Plateau/Jandor https://t.co/tilk5swefj",25,8,0,5
3614,2023-02-27 08:25:06+00:00,https://twitter.com/vceethegreat/status/1630121834807959553,vceethegreat,Twitter for Android,,"Guy you can now register for Inec IReV portal, it's accepting registration now. 

Desmond Elliot/Muslim-Muslim/Jandor/Rufai/Edo state/Mushin/Alimosho/#AriseTV/Akpabio/Obanikoro/South South #2023GeneralElections  Sanwo Olu https://t.co/xw2IbjXg61",22,15,0,5
3615,2023-02-27 08:25:00+00:00,https://twitter.com/fia_home/status/1630121812607528962,fia_home,Twitter for Android,"Fola Agoro, Somolu,Lagos state","Whether you have a cache of your favorite books and would like to install a home library or a space that has been set aside for a library, you can be rest assured that we are best equipped to birth your imagination.

#fiahomecreations

#rigging
#BankyW 
#2023GeneralElections https://t.co/WV5oL1pB7C",7,2,0,0
3616,2023-02-27 08:24:51+00:00,https://twitter.com/ericotrips/status/1630121773994856448,ericotrips,Twitter for iPhone,,"Again, this election exposes the frailty of democracy in Nigeria. From the younglings voting up north, corp members thumb printing for their candidates, polling officers tipp-exing results and retirees trading their votes for packs of macaroni and maggi.

 #2023GeneralElections",0,0,0,0
3617,2023-02-27 08:24:47+00:00,https://twitter.com/GoodluckOyem/status/1630121755376222208,GoodluckOyem,Twitter for Android,Nigeria,If network is the issue INEC tell Nigerians to on hotspot for you #2023GeneralElections #AriseTV #,1,0,0,0
3618,2023-02-27 08:24:39+00:00,https://twitter.com/NigeriaMandate/status/1630121721146507264,NigeriaMandate,Twitter Web App,Nigeria,"They have robbed us. Killed us. and Stolen our mandate.

Lets get to the root of their sponsors by voting @GRVlagos 

Desmond Elliot. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",7,2,0,0
3619,2023-02-27 08:24:33+00:00,https://twitter.com/OtuAndy3/status/1630121697838874625,OtuAndy3,Twitter for Android,Nigeria,"Labour party won in almost all the videos of elections in polling units

APC and PDP only won in videos of INEC in collation centres
#2023GeneralElections",1,3,0,0
3620,2023-02-27 08:24:15+00:00,https://twitter.com/Kakadelima01/status/1630121622643302400,Kakadelima01,Twitter for iPhone,"Abuja, Nigeria","So far one benefits from corrupt practices, such a person(s) wouldn’t want such practices to be abolished. #2023GeneralElections
#ElectionResults",1,0,0,0
3621,2023-02-27 08:24:06+00:00,https://twitter.com/Eva51714261/status/1630121583564976129,Eva51714261,Twitter for Android,,"DONT BE AN OBSERVER OF GOODNESS,BUT STRIVE TO BE A PARTAKER,DM ME TODAY AND TESTIFY  

 #2023GeneralElections /Desmond Elliot Ikorodu / Ekiti Atiku Falz Surulere ASUU Wizkid Another 8 MC Oluomo Banky W Badagry  #BBTaitans #ObiWon Lagos and Rivers #AriseTV Victoria Orenze Mushin https://t.co/t2YfN77KJW",3,0,0,1
3622,2023-02-27 08:24:02+00:00,https://twitter.com/iamogbucj/status/1630121568763359233,iamogbucj,Twitter for Android,,"The only way out is electronic voting - as you de vote, e dey count.  #2023GeneralElections #2023PresidentialElection",1,0,0,0
3623,2023-02-27 08:23:49+00:00,https://twitter.com/NigeriaMandate/status/1630121513281093637,NigeriaMandate,Twitter Web App,Nigeria,"If our governor Sanwo Olu cannot protect us from thugz, lets vote him out!
Vote @GRVlagos 

Desmond Elliot. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",76,14,0,0
3624,2023-02-27 08:23:45+00:00,https://twitter.com/UrVillagePple/status/1630121494696140800,UrVillagePple,Twitter Web App,,The fear of Ekiti is the beginning of Rigging  #2023GeneralElections #ElectionResult #EdoState #Obidients https://t.co/b3sriVCoju,2,0,0,0
3625,2023-02-27 08:23:28+00:00,https://twitter.com/JudeOdin/status/1630121424206561283,JudeOdin,Twitter for Android,On flight ✈️,"So rigging is now rocket science too that @inecnigeria cannot do it well?

Where are the Party agent signatures? Lai Mohammed must be turning in his cap, coz he y'all didn't come close

#AriseTV #2023GeneralElections BVAS South South",17,5,1,1
3626,2023-02-27 08:23:21+00:00,https://twitter.com/AjibadeAdetunj5/status/1630121396666867715,AjibadeAdetunj5,Twitter for Android,"Lagos, Nigeria","It just became personal 
We Lagosians will be making a loud statement with the governorship election of Lagos 
Sanwo must go

#ElectionResults Mushin. Ahmed Lawan. Lagos. Igbos. #AriseTV. #protest #2023GeneralElections Victoria Orenze. Alimosho. Akwa Ibom. Falz. Gombe. ASUU. Kano https://t.co/5TgFsgx4O7",213,52,2,3
3627,2023-02-27 08:23:15+00:00,https://twitter.com/MoartLtd/status/1630121368401457154,MoartLtd,Twitter Web App,"Awoyaya,Ibeju Lekki,lagos","No matter what the situation is in your life, just keep going. You will eventually win if you don't give up.
You are never a loser until you quit trying.
You can do it.
Do have a fruitful week ahead.

#AriseTV #ASUU #2023GeneralElections #DesmondElliot #Shettima #Mushin https://t.co/J6kj56oXSm",3,0,0,0
3628,2023-02-27 08:23:02+00:00,https://twitter.com/Adeola_temmytee/status/1630121315251154947,Adeola_temmytee,Twitter for Android,"Lagos, Nigeria","For every hand that doctored any results irrespective of the candidate will use their hands to bury anything that is expected to give them joy in future in the space of 4years meant to be spent by the rigged leader.. Amen 
#2023GeneralElections",1,0,0,0
3629,2023-02-27 08:23:01+00:00,https://twitter.com/Diorblaze2/status/1630121313044971520,Diorblaze2,Twitter for Android,"Lagos, Nigeria","I wonder why they had to use paper results when the beaver should have the figures .. WhatsApp would have done better than this... What about the results in the bvas
#2023GeneralElections",0,0,0,0
3630,2023-02-27 08:22:44+00:00,https://twitter.com/ImmaculateInte1/status/1630121240743628806,ImmaculateInte1,Twitter for Android,"12,FrancisOremeji Street, Ikj",#2023GeneralElections #rigging #AsiwajuIsComing #Obidents #Atikuiscoming #AriseTV #Channels #NigerianElections2023 #Inecresults #INECIsCorrupt https://t.co/dRsLH3d00P,1,0,0,0
3631,2023-02-27 08:22:15+00:00,https://twitter.com/slimfitgenius/status/1630121117196201985,slimfitgenius,Twitter for Android,Nigeria,"Need a Home Service Chef? Call or WhatsApp 07062662766 only in Abuja 

Muslim - Muslim Edo State #2023GeneralElections #ElectionResults Mercy Johnson #AriseTV Gbenga Daniel  Plateau Kwankwanso Rufai #VisaBanOnWike Obanikoro Sanwo Olu https://t.co/wPcaglUzJN",18,4,1,0
3632,2023-02-27 08:22:13+00:00,https://twitter.com/OfficiqlPhidel/status/1630121110489448448,OfficiqlPhidel,Twitter for Android,,"Lets show nigeria what we are made of 
A new Nigeria is possible 

#2023GeneralElections  #ElectionResults #ObiIsWinningEverywhere  #Inecresults #INECiscompromised https://t.co/j3cL0pZ7E0",0,0,0,0
3633,2023-02-27 08:22:09+00:00,https://twitter.com/FrancisOzah/status/1630121092726546432,FrancisOzah,Twitter for Android,,"Go to https://t.co/34pANL9ND1 
Login or sign up if you don't have an account, then check your polling unit results if it displaying the correct figures.
This rigging sha not prevail
#AriseTV
#rigging
 #2023GeneralElections",3,1,0,1
3634,2023-02-27 08:22:06+00:00,https://twitter.com/Shotz_z1/status/1630121079313186819,Shotz_z1,Twitter for Android,,"@inecnigeria no magic to day abeg 
#2023GeneralElections
#AriseTV",0,0,0,0
3635,2023-02-27 08:22:05+00:00,https://twitter.com/NigeriaMandate/status/1630121076444233730,NigeriaMandate,Twitter Web App,Nigeria,"Lagosians, we have done it for PO. While we are waiting to claim our mandate, lets use APC's broom to sweep them out from Alausa on March 11.

Desmond Elliot. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",53,8,0,1
3636,2023-02-27 08:21:59+00:00,https://twitter.com/Sunny_tizzlee/status/1630121052821962752,Sunny_tizzlee,Twitter for iPhone,,"You betray una self first before INEC
Sowore wey dey with una throughout the end Sarz protest una forget am when election come dey vote for Obi wey no dey with una
Guess Sowore no be youth na Obi be youth 
Una be Hypocrite 

#presidentialelection2023 #2023GeneralElections 
#lagos",0,0,0,0
3637,2023-02-27 08:21:50+00:00,https://twitter.com/whatsappblog9ja/status/1630121011705159685,whatsappblog9ja,Twitter Web App,Everywhere,"I don watch this over one million times 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣

ASUU Mushin #2023GeneralElections Mercy Johnson Yorubas Desmond Elliot https://t.co/9EWiWu2wVj",116,37,5,14
3638,2023-02-27 08:21:46+00:00,https://twitter.com/Mikederek13/status/1630120998539259904,Mikederek13,Twitter for Android,,"Now I'm getting this story clear, the soilders are not for the election.

Incase protest starts after results are announced! Tyranny. Its just like a coup 

Just omoooooooo

#2023GeneralElections",0,0,0,0
3639,2023-02-27 08:21:29+00:00,https://twitter.com/LuckyElachi/status/1630120927399690243,LuckyElachi,Twitter for Android,Nigeria,"See rigging. Another one from INEC and APC

#AriseTV #2023GeneralElections Lagos and Rivers Victoria Orenze Ahmed Lawan MC Oluomo Another 8 Falz ASUU Atiku Ortom Kano PU by PU Katsina Northern https://t.co/MTf3D38q3f",117,98,7,13
3640,2023-02-27 08:20:41+00:00,https://twitter.com/NigeriaMandate/status/1630120726014439424,NigeriaMandate,Twitter Web App,Nigeria,"People  of Lagos, we can stop the likes of MC Oluomo and his cohorts in Lagos by bringing to an end the reign of APC. Come out and vote @GRVlagos 

Desmond Elliot. #2023GeneralElections . Shettima. Mushin. South South. #AriseTV",40,8,0,0
3641,2023-02-27 08:20:28+00:00,https://twitter.com/wiseinspireyou/status/1630120670913757185,wiseinspireyou,Twitter for Android,worldwide,"Count the votes by polling unit too 🌚

#PeterObi4President2023 . ASUU . Rigging . Arise TV . Desmond Elliot . #VisaBanOnWike  . #2023GeneralElections  . South South . https://t.co/VVN2u7Z8SE",38,11,0,0
3642,2023-02-27 08:20:22+00:00,https://twitter.com/Henrymobitex/status/1630120644519026688,Henrymobitex,Twitter for Android,IMO State,"Please the Youth this is our Opportunity for the world to see what is happening... Let's repost and share this...we are tired and we cannot take this amore... Releasing fake results.#tubijeserceeuropy
#2023GeneralElections #protest #presidentialelection2023 #มาร์กี้ #ใหม่ดาวิกา https://t.co/i4ZydxM72u",1,1,0,0
3643,2023-02-27 08:19:43+00:00,https://twitter.com/PO_SupportGroup/status/1630120482715455489,PO_SupportGroup,Twitter for Android,Benin City,"The court may end up being the one to tell us d true winner of d election
Follow @PO_SupportGroup for more updates
Mercy Johnson/ Desmond Elliot/Atiku/ Edo State/#AriseTV /South South/Victoria Orenze/ #2023GeneralElections /#VisaBanOnWike /Akpabio/Yorubas/Shettima/ Plateau/Jandor https://t.co/C79LSd2TCN",228,68,0,19
3644,2023-02-27 08:19:41+00:00,https://twitter.com/DaGidi_/status/1630120474297393155,DaGidi_,Twitter for iPhone,"Lagos, Nigeria","God go severely punish all of those who allegedly follow repost erroneous INEC results.. Amen!🙏⚡️🤦🏾‍♂️💔
 #2023GeneralElections",2,1,0,0
3645,2023-02-27 08:19:41+00:00,https://twitter.com/freakyZED/status/1630120471604723712,freakyZED,Twitter for Android,Space,"#2023GeneralElections #INECFailedNigerians. Yorubas think Tinubu will rule throughout his tenure, dey play. Shettima will make sure to off bat and take over. Nigeria is doom #AriseTV",1,0,0,0
3646,2023-02-27 08:19:30+00:00,https://twitter.com/ogbuefiiii/status/1630120426121703425,ogbuefiiii,Twitter for Android,Federal Capital Territory,"So the Yoruba Youth who wants Obi dey tribalistic too?😹😹🤡🤡🤡
Una dey kill me steady
#2023GeneralElections",1,0,0,0
3647,2023-02-27 08:19:23+00:00,https://twitter.com/Fajuzy_/status/1630120395503181824,Fajuzy_,Twitter for Android,"Federal Capital Territory, Nig","Very foolish people @inecnigeria you guys must think we are daft. Even to rig sef una no sabi do am well. Corn don full una brain finish. You guys should stop forcing @OfficialAPCNg on us.

 #2023GeneralElections
#presidentialelection2023",9,0,0,0
3648,2023-02-27 08:19:22+00:00,https://twitter.com/ArisingMatter1/status/1630120390965043200,ArisingMatter1,Twitter for iPhone,,"Tinubu secures comfortable lead as he declares winner in Ondo state  

 #2023GeneralElections #electionresults2023 #Inecresults 
https://t.co/ZBd8VOJy9F",1,0,0,0
3649,2023-02-27 08:18:52+00:00,https://twitter.com/SattmediaPower/status/1630120267828568067,SattmediaPower,Twitter for Android,"Ikeja, sattmedia3@gmail.com","Monday- Moving towards success
Morning- Making your precious time count
Motivation- Making an assessment of all your efforts
MMM
Have an amazing week🌹

Victoria Orenze | Banky W | Desmond Elliot | Arise TV 
#2023GeneralElections
#mmm #MondayMorning #morningmotivation #Sattmedia https://t.co/GHNfnIKePs",2,1,0,0
3650,2023-02-27 08:18:40+00:00,https://twitter.com/nenge_peter/status/1630120218423951362,nenge_peter,Twitter for Android,"Federal Capital Territory, Nig","Lagos results is so funny 
Tenants de do landlord shege... 🤣
#AriseTV
#2023GeneralElections 
#electionresults2023",2,0,0,0
3651,2023-02-27 08:18:29+00:00,https://twitter.com/viktor_blak/status/1630120169249882114,viktor_blak,Twitter for Android,Nigeria,"Shey na me abi peter obi don join apc..abi we get apc pro max ni  😂....
This kind mistakes na waoo 😂

#2023GeneralElections | OBIdatti | peter obi | Apc https://t.co/6u7DyWegQ2",2,1,2,0
3652,2023-02-27 08:18:24+00:00,https://twitter.com/nick_of_tyme/status/1630120149377249280,nick_of_tyme,Twitter for Android,Lagos Nigeria,Its great to hear bus drivers and park memebers talking about falsified result and arguing that the power that be is evil #2023GeneralElections,2,0,0,1
3653,2023-02-27 08:18:22+00:00,https://twitter.com/Ada__ife/status/1630120139298336768,Ada__ife,Twitter for iPhone,Nigeria🇳🇬🇰🇪,"Not all obidatti  came out on Saturday to vote 🌝 make I call names 🌚 #2023GeneralElections 
#AriseTV",0,0,0,0
3654,2023-02-27 08:18:10+00:00,https://twitter.com/LelutainmentTv/status/1630120092741582850,LelutainmentTv,Twitter for Android,Nigeria,"I heard they're kidnapping Ekiti people. Pls stay safe out there.

Arteta
South South
Obanikoro
Gbenga Daniel
Edo state
Ahmed Lawan
Desmond Elliot
#AriseTv
#2023GeneralElections
Osun
Jandor
Shettima
Atiku
Yorubas
Enugu
Plateau
Sanwo olu
Alimosho",5,1,0,2
3655,2023-02-27 08:17:54+00:00,https://twitter.com/GospelmemesTv_/status/1630120022012993539,GospelmemesTv_,Twitter for Android,,"These people need to collect past questions from Pharaoh... 🙂

#2023GeneralElections",2,1,0,0
3656,2023-02-27 08:17:53+00:00,https://twitter.com/AhmedTza/status/1630120021308448771,AhmedTza,Twitter for Android,"Abuja, Nigeria","I think all members of the congress of Progressives should tweet massively about the positive developments in thier  #2023GeneralElections experiences. 
Kill the false narratives with #BestElectionEver",0,0,0,0
3657,2023-02-27 08:17:53+00:00,https://twitter.com/avosuasi/status/1630120020083716096,avosuasi,Twitter for Android,,It's high time @inecnigeria ask everybody that voted for LP and APC and PDP line up make we know who truly vote since the reports are not adding up #2023GeneralElections,0,0,0,1
3658,2023-02-27 08:17:50+00:00,https://twitter.com/tdollargang/status/1630120006267617281,tdollargang,Twitter for Android,Nigeria,We dey wait patiently #2023verdict #2023GeneralElections #2023Elections #presidentialelection2023 https://t.co/k6UsgVMG0G,4,0,0,1
3659,2023-02-27 08:17:15+00:00,https://twitter.com/easypaybillng/status/1630119858565267460,easypaybillng,Twitter Web App,Rivers State,"Will you keep sleeping or will you finally start chasing those dreams?
Remember, 2023 will be exactly like 2022 if you don't put in the work.
#Gogetit #MotivationsarenotonlyforMondays #GoGetItNow #easypaybillng #VisaBanOnWike #2023GeneralElections https://t.co/Etrw5GL2yQ",0,0,0,0
3660,2023-02-27 08:16:58+00:00,https://twitter.com/MiracleEmakpo1/status/1630119789573345280,MiracleEmakpo1,Twitter for Android,"Detroit, MI","Peter Obi is leading in Lagos 💥
#ElectionResults #ElectionResult #electionresults2023
#2023GeneralElections https://t.co/2fQSwBt2zG",12,1,0,6
3661,2023-02-27 08:16:17+00:00,https://twitter.com/Minstrel_Jid/status/1630119615316492288,Minstrel_Jid,Twitter for Android,"Jos, Nigeria","INEC had all they needed for this election, the people defeated voter apathy and turned out en masse like never before to choose their leaders.

Systematic disenfranchisement by INEC was widely recorded with glaring proof.

#2023GeneralElections 
#electionresults2023 
#Thread...",13,4,0,1
3662,2023-02-27 08:16:10+00:00,https://twitter.com/Bigmullar_1/status/1630119588632338433,Bigmullar_1,Twitter for Android,"Abuja, Nigeria","Imagine if PDP has given their ticket to Obi, all this stress for no necessary #2023GeneralElections",0,0,0,1
3663,2023-02-27 08:15:46+00:00,https://twitter.com/panachefm/status/1630119487289663490,panachefm,Radio.co now playing,"Ikoyi, Nigeria","1da Banton - Call Jehova | https://t.co/e4WymoE0Jx
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  Morning Drive Show #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance",0,0,0,0
3664,2023-02-27 08:15:45+00:00,https://twitter.com/Psalmwrite/status/1630119482201915392,Psalmwrite,Twitter for iPhone,Twitter!,"#2023GeneralElections : Prof. Mahmood Yakubu is between, Pablo Escober, Don Corleone and the people.

Baba no go ever take any chairmanship position in his life. https://t.co/C2Zle6lm8z",6,1,0,2
